title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link,matched_image,mean_rating,cluster,cluster_name,search_blob
"Hands-On Data Analysis with Pandas: Efficiently perform data collection, wrangling, analysis, and visualization using Python",[ Stefanie Molin],21.09,716.0,4.5,60.0,76.0,11.0,3.0,3.0,7.0,Unknown,2.337758093847703,English,"Packt Publishing; 1st edition (July 26, 2019)",Unknown,/Hands-Data-Analysis-Pandas-visualization-ebook/dp/B07KJQN1CC/ref=sr_1_87?keywords=data+analysis&qid=1671164651&sr=8-87,https://www.amazon.com/Hands-Data-Analysis-Pandas-visualization-ebook/dp/B07KJQN1CC/ref=sr_1_87?keywords=data+analysis&qid=1671164651&sr=8-87,hands_on_data_analysis_with_pandas_a_python_data_science_handbook_for_data_collection_wrangling_analysis_and_visualization_2nd_edition.jpg,4.46,3,Practical Data Tools & Techniques,"Hands-On Data Analysis with Pandas: Efficiently perform data collection, wrangling, analysis, and visualization using Python [ Stefanie Molin] English Packt Publishing; 1st edition (July 26, 2019) Practical Data Tools & Techniques rating 4.5 stars 4.46 60 reviews priced at $21.09 716 pages"
Thematic Analysis: A Practical Guide,"[ Virginia Braun,  and , Victoria Clarke]",48.99,376.0,4.9,229.0,90.0,7.0,2.0,1.0,3.0,6.75 x 1 x 9.25 inches,1.41,English,"SAGE Publications Ltd; 1st edition (December 15, 2021)",978-1473953246,/Thematic-Analysis-Practical-Virginia-Braun/dp/1473953243/ref=sr_1_89?keywords=data+analysis&qid=1671164651&sr=8-89,https://www.amazon.com/Thematic-Analysis-Practical-Virginia-Braun/dp/1473953243/ref=sr_1_89?keywords=data+analysis&qid=1671164651&sr=8-89,thematic_analysis_a_practical_guide.jpg,4.747572815533981,1,General Data Science & R/Python Basics,"Thematic Analysis: A Practical Guide [ Virginia Braun,  and , Victoria Clarke] English SAGE Publications Ltd; 1st edition (December 15, 2021) General Data Science & R/Python Basics rating 4.9 stars 4.747572815533981 229 reviews priced at $48.99 376 pages"
"Automate the Boring Stuff with Python, 2nd Edition: Practical Programming for Total Beginners",[ Al Sweigart],26.49,592.0,4.7,2672.0,82.0,12.0,3.0,1.0,1.0,7 x 1.31 x 9.31 inches,3.53,English,"No Starch Press; 2nd edition (November 12, 2019)",-34%,/Automate-Boring-Stuff-Python-2nd/dp/1593279922/ref=sr_1_86?keywords=data+analysis&qid=1671164651&sr=8-86,https://www.amazon.com/Automate-Boring-Stuff-Python-2nd/dp/1593279922/ref=sr_1_86?keywords=data+analysis&qid=1671164651&sr=8-86,automate_the_boring_stuff_with_python_2nd_edition_practical_programming_for_total_beginners.jpg,4.747474747474747,0,Beginner Python & Data Analysis,"Automate the Boring Stuff with Python, 2nd Edition: Practical Programming for Total Beginners [ Al Sweigart] English No Starch Press; 2nd edition (November 12, 2019) Beginner Python & Data Analysis rating 4.7 stars 4.747474747474747 2672 reviews priced at $26.49 592 pages"
Data Structures and Algorithm Analysis in Java: International Edition,[ Mark Allen Weiss],69.0,640.0,4.4,101.0,73.0,12.0,5.0,5.0,5.0,7.4 x 1.43 x 9.13 inches,1.85,English,"Pearson Education; International ed of 3rd revised ed edition (January 1, 2012)", ,/Structures-Algorithm-Analysis-Java-Allen/dp/0273752111/ref=sr_1_85?keywords=data+analysis&qid=1671164651&sr=8-85,https://www.amazon.com/Structures-Algorithm-Analysis-Java-Allen/dp/0273752111/ref=sr_1_85?keywords=data+analysis&qid=1671164651&sr=8-85,data_structures_and_algorithm_analysis_in_java.jpg,4.43,1,General Data Science & R/Python Basics,"Data Structures and Algorithm Analysis in Java: International Edition [ Mark Allen Weiss] English Pearson Education; International ed of 3rd revised ed edition (January 1, 2012) General Data Science & R/Python Basics rating 4.4 stars 4.43 101 reviews priced at $69.00 640 pages"
Business Analysis For Dummies,"[ Kupe Kupersmith, Paul Mulvey, et al.]",18.39,384.0,4.4,527.0,70.0,14.0,10.0,3.0,3.0,7.2 x 1 x 9 inches,1.51,English,"For Dummies; 1st edition (July 22, 2013)", ,/Business-Analysis-Dummies-Kupe-Kupersmith/dp/1118510585/ref=sr_1_156?keywords=data+analysis&qid=1671164661&sr=8-156,https://www.amazon.com/Business-Analysis-Dummies-Kupe-Kupersmith/dp/1118510585/ref=sr_1_156?keywords=data+analysis&qid=1671164661&sr=8-156,spss_statistics_for_dummies.jpg,4.45,0,Beginner Python & Data Analysis,"Business Analysis For Dummies [ Kupe Kupersmith, Paul Mulvey, et al.] English For Dummies; 1st edition (July 22, 2013) Beginner Python & Data Analysis rating 4.4 stars 4.45 527 reviews priced at $18.39 384 pages"
CompTIA Data+ Study Guide: Exam DA0-001,"[ Mike Chapple,  and , Sharif Nijim]",34.49,368.0,4.6,44.0,77.0,12.0,8.0,3.0,3.0,7.38 x 0.83 x 9.25 inches,1.35,English,"Sybex; 1st edition (March 25, 2022)",978-1119845256,/CompTIA-Data-Study-Guide-DA0-001/dp/1119845254/ref=sr_1_154?keywords=data+analysis&qid=1671164661&sr=8-154,https://www.amazon.com/CompTIA-Data-Study-Guide-DA0-001/dp/1119845254/ref=sr_1_154?keywords=data+analysis&qid=1671164661&sr=8-154,comptia_data_study_guide_exam_da0_001.jpg,4.524271844660194,0,Beginner Python & Data Analysis,"CompTIA Data+ Study Guide: Exam DA0-001 [ Mike Chapple,  and , Sharif Nijim] English Sybex; 1st edition (March 25, 2022) Beginner Python & Data Analysis rating 4.6 stars 4.524271844660194 44 reviews priced at $34.49 368 pages"
R For Dummies,"[ Andrie de Vries,  and , Joris Meys]",17.99,432.0,4.4,493.0,66.0,22.0,8.0,2.0,3.0,7.4 x 1.1 x 9.1 inches,1.66,English,"For Dummies; 2nd edition (July 7, 2015)", ,/R-Dummies-Andrie-Vries/dp/1119055806/ref=sr_1_152?keywords=data+analysis&qid=1671164661&sr=8-152,https://www.amazon.com/R-Dummies-Andrie-Vries/dp/1119055806/ref=sr_1_152?keywords=data+analysis&qid=1671164661&sr=8-152,deep_learning_for_dummies.jpg,4.445544554455446,0,Beginner Python & Data Analysis,"R For Dummies [ Andrie de Vries,  and , Joris Meys] English For Dummies; 2nd edition (July 7, 2015) Beginner Python & Data Analysis rating 4.4 stars 4.445544554455446 493 reviews priced at $17.99 432 pages"
Excel Dashboards & Reports For Dummies (For Dummies (Computer/Tech)),[ Michael Alexander],28.49,384.0,4.4,10.0,86.0,14.0,7.0,3.0,3.0,7.38 x 0.87 x 9.25 inches,1.1,English,"For Dummies; 4th edition (March 18, 2022)",978-1119844396,/Excel-Dashboards-Reports-Dummies-Computer/dp/1119844398/ref=sr_1_151?keywords=data+analysis&qid=1671164661&sr=8-151,https://www.amazon.com/Excel-Dashboards-Reports-Dummies-Computer/dp/1119844398/ref=sr_1_151?keywords=data+analysis&qid=1671164661&sr=8-151,excel_data_analysis_for_dummies_for_dummies_computertech.jpg,4.566371681415929,0,Beginner Python & Data Analysis,"Excel Dashboards & Reports For Dummies (For Dummies (Computer/Tech)) [ Michael Alexander] English For Dummies; 4th edition (March 18, 2022) Beginner Python & Data Analysis rating 4.4 stars 4.566371681415929 10 reviews priced at $28.49 384 pages"
Time Series: A Data Analysis Approach Using R (Chapman & Hall/CRC Texts in Statistical Science),unknown,57.34,271.0,4.1,16.0,58.0,20.0,9.0,14.0,3.0,Unknown,4.565550673176641,English,"Chapman and Hall/CRC; 1st edition (May 17, 2019)",Unknown,/Time-Analysis-Approach-Chapman-Statistical-ebook/dp/B07S1CN793/ref=sr_1_144?keywords=data+analysis&qid=1671164661&sr=8-144,https://www.amazon.com/Time-Analysis-Approach-Chapman-Statistical-ebook/dp/B07S1CN793/ref=sr_1_144?keywords=data+analysis&qid=1671164661&sr=8-144,time_series_chapman_and_hallcrc_texts_in_statistical_science.jpg,4.115384615384615,0,Beginner Python & Data Analysis,"Time Series: A Data Analysis Approach Using R (Chapman & Hall/CRC Texts in Statistical Science) unknown English Chapman and Hall/CRC; 1st edition (May 17, 2019) Beginner Python & Data Analysis rating 4.1 stars 4.115384615384615 16 reviews priced at $57.34 271 pages"
The Model Thinker: What You Need to Know to Make Data Work for You,"[ Scott E. Page, Jamie Renell, et al.]",78.872,398.0,4.5,463.0,68.0,20.0,6.0,3.0,2.0,Unknown,3.9297536898625394,en,Unknown,Unknown,/Model-Thinker-What-Need-Know/dp/B08WHN4M7S/ref=sr_1_145?keywords=data+analysis&qid=1671164661&sr=8-145,https://www.amazon.com/Model-Thinker-What-Need-Know/dp/B08WHN4M7S/ref=sr_1_145?keywords=data+analysis&qid=1671164661&sr=8-145,math_for_deep_learning_what_you_need_to_know_to_understand_neural_networks.jpg,4.505050505050505,0,Beginner Python & Data Analysis,"The Model Thinker: What You Need to Know to Make Data Work for You [ Scott E. Page, Jamie Renell, et al.] en Unknown Beginner Python & Data Analysis rating 4.5 stars 4.505050505050505 463 reviews priced at $78.87 398 pages"
An Introduction to Categorical Data Analysis,[ Alan Agresti],121.99000000000001,400.0,4.4,54.0,69.0,13.0,11.0,3.0,5.0,6.4 x 1 x 9.3 inches,1.52,English,"Wiley-Interscience; 2nd edition (March 23, 2007)",     ,/Introduction-Categorical-Data-Analysis/dp/0471226181/ref=sr_1_139?keywords=data+analysis&qid=1671164661&sr=8-139,https://www.amazon.com/Introduction-Categorical-Data-Analysis/dp/0471226181/ref=sr_1_139?keywords=data+analysis&qid=1671164661&sr=8-139,an_introduction_to_data_science.jpg,4.366336633663367,0,Beginner Python & Data Analysis,"An Introduction to Categorical Data Analysis [ Alan Agresti] English Wiley-Interscience; 2nd edition (March 23, 2007) Beginner Python & Data Analysis rating 4.4 stars 4.366336633663367 54 reviews priced at $121.99 400 pages"
"Python for Data Science: A Crash Course for Data Science and Analysis, Python Machine Learning and Big Data",[ Computer Science Academy],75.04599999999999,147.0,4.2,16.0,52.0,21.0,27.0,3.0,3.0,Unknown,5.1863288301132435,English,Unknown,Unknown,/Python-Data-Science-Analysis-Learning-ebook/dp/B082TRL2RL/ref=sr_1_134?keywords=data+analysis&qid=1671164661&sr=8-134,https://www.amazon.com/Python-Data-Science-Analysis-Learning-ebook/dp/B082TRL2RL/ref=sr_1_134?keywords=data+analysis&qid=1671164661&sr=8-134,python_for_data_science_clear_and_complete_guide_to_data_science_and_analysis_with_python.jpg,4.09433962264151,0,Beginner Python & Data Analysis,"Python for Data Science: A Crash Course for Data Science and Analysis, Python Machine Learning and Big Data [ Computer Science Academy] English Unknown Beginner Python & Data Analysis rating 4.2 stars 4.09433962264151 16 reviews priced at $75.05 147 pages"
Statistical Analysis with Excel For Dummies (For Dummies (Computer/Tech)),[ Joseph Schmuller],22.49,576.0,4.0,19.0,50.0,21.0,16.0,12.0,3.0,7.38 x 1.3 x 9.25 inches,1.6,English,"For Dummies; 5th edition (December 30, 2021)", ,/Statistical-Analysis-Excel-Dummies-Computer/dp/1119844541/ref=sr_1_135?keywords=data+analysis&qid=1671164661&sr=8-135,https://www.amazon.com/Statistical-Analysis-Excel-Dummies-Computer/dp/1119844541/ref=sr_1_135?keywords=data+analysis&qid=1671164661&sr=8-135,excel_data_analysis_for_dummies_for_dummies_computertech.jpg,4.009803921568627,0,Beginner Python & Data Analysis,"Statistical Analysis with Excel For Dummies (For Dummies (Computer/Tech)) [ Joseph Schmuller] English For Dummies; 5th edition (December 30, 2021) Beginner Python & Data Analysis rating 4.0 stars 4.009803921568627 19 reviews priced at $22.49 576 pages"
Think Stats: Exploratory Data Analysis,[ Allen B. Downey],25.49,226.0,4.2,137.0,65.0,15.0,7.0,6.0,7.0,7 x 0.51 x 9.19 inches,14.1,English,"O'Reilly Media; 2nd edition (November 11, 2014)",978-1491907337,/Think-Stats-Exploratory-Data-Analysis/dp/1491907339/ref=sr_1_133?keywords=data+analysis&qid=1671164661&sr=8-133,https://www.amazon.com/Think-Stats-Exploratory-Data-Analysis/dp/1491907339/ref=sr_1_133?keywords=data+analysis&qid=1671164661&sr=8-133,think_stats_exploratory_data_analysis.jpg,4.25,2,Advanced Data Analysis Techniques,"Think Stats: Exploratory Data Analysis [ Allen B. Downey] English O'Reilly Media; 2nd edition (November 11, 2014) Advanced Data Analysis Techniques rating 4.2 stars 4.25 137 reviews priced at $25.49 226 pages"
An Introduction to R: Data Analysis and Visualization (Research Skills),[ Mark Gardener],37.99,384.0,4.38,64.0,73.0,15.0,7.0,3.0,3.0,Unknown,3.999841546290866,English,"Pelagic Publishing (May 5, 2023)",Unknown,/Introduction-Analysis-Visualization-Research-Skills-ebook/dp/B0BMQWGVY1/ref=sr_1_201?keywords=data+analysis&qid=1671164670&sr=8-201,https://www.amazon.com/Introduction-Analysis-Visualization-Research-Skills-ebook/dp/B0BMQWGVY1/ref=sr_1_201?keywords=data+analysis&qid=1671164670&sr=8-201,an_introduction_to_data_analysis_quantitative_qualitative_and_mixed_methods.jpg,4.5049504950495045,0,Beginner Python & Data Analysis,"An Introduction to R: Data Analysis and Visualization (Research Skills) [ Mark Gardener] English Pelagic Publishing (May 5, 2023) Beginner Python & Data Analysis rating 4.38 stars 4.5049504950495045 64 reviews priced at $37.99 384 pages"
"Python: 3 books in 1- Your complete guide to python programming with Python for Beginners, Python Data Analysis and Python Machine Learning (Programming Languages for Beginners)",unknown,24.95,472.0,4.6,108.0,79.0,10.0,7.0,2.0,1.0,6 x 1.07 x 9 inches,1.63,English,"Independently published (February 4, 2022)", ,/Python-programming-Beginners-Programming-Languages/dp/B09RLRHNGS/ref=sr_1_203?keywords=data+analysis&qid=1671164670&sr=8-203,https://www.amazon.com/Python-programming-Beginners-Programming-Languages/dp/B09RLRHNGS/ref=sr_1_203?keywords=data+analysis&qid=1671164670&sr=8-203,python_3_books_in_1__your_complete_guide_to_python_programming_with_python_for_beginners_python_data_analysis_and_python_machine_learning_programming_languages_for_beginners.jpg,4.656565656565657,0,Beginner Python & Data Analysis,"Python: 3 books in 1- Your complete guide to python programming with Python for Beginners, Python Data Analysis and Python Machine Learning (Programming Languages for Beginners) unknown English Independently published (February 4, 2022) Beginner Python & Data Analysis rating 4.6 stars 4.656565656565657 108 reviews priced at $24.95 472 pages"
"Statistical Analysis of fMRI Data, second edition (The MIT Press)",[ F. Gregory Ashby],59.36,568.0,5.0,2.0,100.0,15.0,7.0,3.0,3.0,7.31 x 1.21 x 9.31 inches,2.15,English,"The MIT Press; second edition (September 17, 2019)",978-0262042680,/Statistical-Analysis-fMRI-Data-Press/dp/0262042681/ref=sr_1_200?keywords=data+analysis&qid=1671164670&sr=8-200,https://www.amazon.com/Statistical-Analysis-fMRI-Data-Press/dp/0262042681/ref=sr_1_200?keywords=data+analysis&qid=1671164670&sr=8-200,econometric_analysis_of_cross_section_and_panel_data_second_edition_the_mit_press.jpg,4.609375,3,Practical Data Tools & Techniques,"Statistical Analysis of fMRI Data, second edition (The MIT Press) [ F. Gregory Ashby] English The MIT Press; second edition (September 17, 2019) Practical Data Tools & Techniques rating 5.0 stars 4.609375 2 reviews priced at $59.36 568 pages"
Time Series for Data Science: Analysis and Forecasting (Chapman & Hall/CRC Texts in Statistical Science),unknown,96.0,506.0,5.0,3.0,100.0,15.0,7.0,3.0,3.0,Unknown,3.389075940272595,English,"Chapman and Hall/CRC; 1st edition (August 1, 2022)",Unknown,/Time-Data-Science-Forecasting-Statistical-ebook/dp/B0B69TN4BH/ref=sr_1_202?keywords=data+analysis&qid=1671164670&sr=8-202,https://www.amazon.com/Time-Data-Science-Forecasting-Statistical-ebook/dp/B0B69TN4BH/ref=sr_1_202?keywords=data+analysis&qid=1671164670&sr=8-202,time_series_chapman_and_hallcrc_texts_in_statistical_science.jpg,4.609375,0,Beginner Python & Data Analysis,"Time Series for Data Science: Analysis and Forecasting (Chapman & Hall/CRC Texts in Statistical Science) unknown English Chapman and Hall/CRC; 1st edition (August 1, 2022) Beginner Python & Data Analysis rating 5.0 stars 4.609375 3 reviews priced at $96.00 506 pages"
Categorical Data Analysis (Wiley Series in Probability and Statistics),[ Alan Agresti],31.3,734.0,4.4,24.0,61.0,24.0,12.0,3.0,3.0,6.5 x 1.5 x 9.5 inches,2.48,English,"Wiley-Interscience; 2nd edition (July 22, 2002)",Usually ships within 2 to 3 days.,/Categorical-Analysis-Wiley-Probability-Statistics/dp/0471360937/ref=sr_1_198?keywords=data+analysis&qid=1671164670&sr=8-198,https://www.amazon.com/Categorical-Analysis-Wiley-Probability-Statistics/dp/0471360937/ref=sr_1_198?keywords=data+analysis&qid=1671164670&sr=8-198,an_introduction_to_categorical_data_analysis_3rd_edition_wiley_series_in_probability_and_statistics.jpg,4.330097087378641,0,Beginner Python & Data Analysis,"Categorical Data Analysis (Wiley Series in Probability and Statistics) [ Alan Agresti] English Wiley-Interscience; 2nd edition (July 22, 2002) Beginner Python & Data Analysis rating 4.4 stars 4.330097087378641 24 reviews priced at $31.30 734 pages"
Introduction to Machine Learning with R: Rigorous Mathematical Analysis,[ Scott V. Burger],40.49,226.0,4.1,21.0,59.0,9.0,19.0,7.0,7.0,7 x 0.48 x 9.19 inches,1.47,English,"O'Reilly Media; 1st edition (April 17, 2018)",978-1491976449,/Introduction-Machine-Learning-Rigorous-Mathematical/dp/1491976446/ref=sr_1_197?keywords=data+analysis&qid=1671164670&sr=8-197,https://www.amazon.com/Introduction-Machine-Learning-Rigorous-Mathematical/dp/1491976446/ref=sr_1_197?keywords=data+analysis&qid=1671164670&sr=8-197,introduction_to_machine_learning_with_r_rigorous_mathematical_analysis.jpg,4.0495049504950495,2,Advanced Data Analysis Techniques,"Introduction to Machine Learning with R: Rigorous Mathematical Analysis [ Scott V. Burger] English O'Reilly Media; 1st edition (April 17, 2018) Advanced Data Analysis Techniques rating 4.1 stars 4.0495049504950495 21 reviews priced at $40.49 226 pages"
Statistical Analysis with R For Dummies (For Dummies (Computers)),[ Joseph Schmuller],19.59,464.0,4.6,279.0,70.0,22.0,5.0,2.0,1.0,7.4 x 1.1 x 9.1 inches,1.34,English,"For Dummies; 1st edition (March 20, 2017)",978-1119337065,/Statistical-Analysis-Dummies-Computers/dp/1119337062/ref=sr_1_196?keywords=data+analysis&qid=1671164670&sr=8-196,https://www.amazon.com/Statistical-Analysis-Dummies-Computers/dp/1119337062/ref=sr_1_196?keywords=data+analysis&qid=1671164670&sr=8-196,excel_data_analysis_for_dummies_for_dummies_computertech.jpg,4.58,0,Beginner Python & Data Analysis,"Statistical Analysis with R For Dummies (For Dummies (Computers)) [ Joseph Schmuller] English For Dummies; 1st edition (March 20, 2017) Beginner Python & Data Analysis rating 4.6 stars 4.58 279 reviews priced at $19.59 464 pages"
Hands-On Exploratory Data Analysis with R: Become an expert in exploratory data analysis using R packages,"[ Radhika Datar,  and , Harish Garg]",30.99,266.0,3.4,7.0,22.0,35.0,21.0,22.0,3.0,7.5 x 0.6 x 9.25 inches,1.02,English,"Packt Publishing (May 31, 2019)",978-1789804379,/Hands-Exploratory-Data-Analysis-exploratory/dp/178980437X/ref=sr_1_194?keywords=data+analysis&qid=1671164670&sr=8-194,https://www.amazon.com/Hands-Exploratory-Data-Analysis-exploratory/dp/178980437X/ref=sr_1_194?keywords=data+analysis&qid=1671164670&sr=8-194,hands_on_exploratory_data_analysis_with_r_become_an_expert_in_exploratory_data_analysis_using_r_packages.jpg,3.495145631067961,3,Practical Data Tools & Techniques,"Hands-On Exploratory Data Analysis with R: Become an expert in exploratory data analysis using R packages [ Radhika Datar,  and , Harish Garg] English Packt Publishing (May 31, 2019) Practical Data Tools & Techniques rating 3.4 stars 3.495145631067961 7 reviews priced at $30.99 266 pages"
Qualitative and Mixed Methods Data Analysis Using Dedoose: A Practical Approach for Research Across the Social Sciences,"[ Michelle Suzanne Salmona, Eli Lieber, et al.]",48.99,280.0,4.3,19.0,64.0,16.0,12.0,7.0,3.0,7.38 x 0.64 x 9.13 inches,1.04,English,"SAGE Publications, Inc; 1st edition (September 21, 2019)",978-1506397818,/Qualitative-Mixed-Methods-Analysis-Dedoose/dp/1506397816/ref=sr_1_193?keywords=data+analysis&qid=1671164670&sr=8-193,https://www.amazon.com/Qualitative-Mixed-Methods-Analysis-Dedoose/dp/1506397816/ref=sr_1_193?keywords=data+analysis&qid=1671164670&sr=8-193,qualitative_and_mixed_methods_data_analysis_using_dedoose_a_practical_approach_for_research_across_the_social_sciences.jpg,4.284313725490196,0,Beginner Python & Data Analysis,"Qualitative and Mixed Methods Data Analysis Using Dedoose: A Practical Approach for Research Across the Social Sciences [ Michelle Suzanne Salmona, Eli Lieber, et al.] English SAGE Publications, Inc; 1st edition (September 21, 2019) Beginner Python & Data Analysis rating 4.3 stars 4.284313725490196 19 reviews priced at $48.99 280 pages"
